Unit Code,Unit Name,Unit Type,State, Visitors ,YearRaw
PIPE,Pipestone National Monument,National Monument,MN,"114,042",1953
KIMO,Kings Mountain National Military Park,National Military Park,SC,"110,615",1953
LIBI,Little Bighorn Battlefield National Monument,National Monument,MT,"109,972",1953
PEVI,Perry's Victory and International Peace Memorial,National Memorial,OH,"109,719",1953
MANA,Manassas National Battlefield Park,National Battlefield Park,VA,"103,698",1953
DETO,Devils Tower National Monument,National Monument,WY,"95,858",1953
CRMO,Craters of the Moon National Monument,National Monument,ID,"95,221",1953
GEWA,George Washington Birthplace National Monument,National Monument,VA,"92,271",1953
BIBE,Big Bend National Park,National Park,TX,"86,635",1953
FOFR,Fort Frederica National Monument,National Monument,GA,"83,682",1953
FOPU,Fort Pulaski National Monument,National Monument,GA,"78,802",1953
HOFU,Hopewell Furnace National Historic Site,National Historic Site,PA,"76,714",1953
OCMU,Ocmulgee National Monument,National Monument,GA,"76,551",1953
LABE,Lava Beds National Monument,National Monument,CA,"72,559",1953
ANTI,Antietam National Battlefield,National Battlefield,MD,"71,984",1953
TICA,Timpanogos Cave National Monument,National Monument,UT,"70,638",1953
ORCA,Oregon Caves National Monument and Preserve,National Monument,OR,"69,861",1953
SARA,Saratoga National Historical Park,National Historical Park,NY,"67,241",1953
SAGU,Saguaro National Park,National Park,AZ,"65,165",1953
RICH,Richmond National Battlefield Park,National Battlefield Park,VA,"64,571",1953
MOCA,Montezuma Castle National Monument,National Monument,AZ,"64,317",1953
FODO,Fort Donelson National Battlefield,National Battlefield,TN,"63,185",1953
APCO,Appomattox Court House National Historical Park,National Historical Park,VA,"63,000",1953
CEBR,Cedar Breaks National Monument,National Monument,UT,"62,935",1953
JELA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,LA,"61,897",1953
BAND,Bandelier National Monument,National Monument,NM,"61,142",1953
CHOH,Chesapeake and Ohio Canal National Historical Park,National Historical Park,DC,"55,619",1953
BLCA,Black Canyon of the Gunnison National Park,National Park,CO,"51,763",1953
SCBL,Scotts Bluff National Monument,National Monument,NE,"50,706",1953
HOCU,Hopewell Culture National Historical Park,National Historical Park,OH,"49,771",1953
FEHA,Federal Hall National Memorial,National Memorial,NY,"49,629",1953
CAGR,Casa Grande Ruins National Monument,National Monument,AZ,"49,232",1953
DESO,De Soto National Memorial,National Memorial,FL,"47,043",1953
TUMA,Tumacacori National Historical Park,National Historical Park,AZ,"45,884",1953
FOMA,Fort Matanzas National Monument,National Monument,FL,"44,659",1953
PINN,Pinnacles National Park,National Park,CA,"42,199",1953
GUCO,Guilford Courthouse National Military Park,National Military Park,NC,"41,212",1953
TONT,Tonto National Monument,National Monument,AZ,"38,438",1953
SAMA,Salem Maritime National Historic Site,National Historic Site,MA,"38,433",1953
SAJH,San Juan Island National Historical Park,National Historical Park,WA,"38,209",1953
WACA,Walnut Canyon National Monument,National Monument,AZ,"38,090",1953
ANJO,Andrew Johnson National Historic Site,National Historic Site,TN,"36,449",1953
SUCR,Sunset Crater Volcano National Monument,National Monument,AZ,"35,660",1953
PRWI,Prince William Forest Park,Park,VA,"32,042",1953
CAVO,Capulin Volcano National Monument,National Monument,NM,"31,200",1953
ARCH,Arches National Park,National Park,UT,"30,853",1953
TUZI,Tuzigoot National Monument,National Monument,AZ,"29,682",1953
AZRU,Aztec Ruins National Monument,National Monument,NM,"26,284",1953
GRSA,Great Sand Dunes National Park,National Park,CO,"26,137",1953
GRSA,Great Sand Dunes National Preserve,National Preserve,CO,"26,137",1953
JEFF,Jefferson National Expansion Memorial,National Memorial,MO,"26,124",1953
FOLA,Fort Laramie National Historic Site,National Historic Site,WY,"25,180",1953
FOSU,Fort Sumter National Monument,National Monument,SC,"24,820",1953
CHIR,Chiricahua National Monument,National Monument,AZ,"23,568",1953
DINO,Dinosaur National Monument,National Monument,CO,"22,334",1953
WHMI,Whitman Mission National Historic Site,National Historic Site,WA,"22,272",1953
EFMO,Effigy Mounds National Monument,National Monument,IA,"22,016",1953
MOCR,Moores Creek National Battlefield,National Battlefield,NC,"18,864",1953
WUPA,Wupatki National Monument,National Monument,AZ,"17,750",1953
GRBA,Great Basin National Park,National Park,NV,"16,693",1953
STRI,Stones River National Battlefield,National Battlefield,TN,"16,600",1953
CATO,Catoctin Mountain Park,Other Designation,MD,"16,018",1953
JECA,Jewel Cave National Monument,National Monument,SD,"15,731",1953
HOME,Homestead National Monument of America,National Monument,NE,"14,710",1953
ADAM,Adams National Historical Park,National Historical Park,MA,"12,326",1953
HAMP,Hampton National Historic Site,National Historic Site,MD,"11,979",1953
GWCA,George Washington Carver National Monument,National Monument,MO,"11,681",1953
SITK,Sitka National Historical Park,National Historical Park,AK,"10,883",1953
FOWA,Fort Washington Park,Other Designation,MD,"10,279",1953
CARE,Capitol Reef National Park,National Park,UT,"9,991",1953
CACH,Canyon de Chelly National Monument,National Monument,AZ,"7,261",1953
DENA,Denali National Park,National Park,AK,"6,839",1953
DENA,Denali National Preserve,National Park,AK,"6,839",1953
DRTO,Dry Tortugas National Park,National Park,FL,"6,708",1953
BIHO,Big Hole National Battlefield,National Battlefield,MT,"5,535",1953
SAPU,Salinas Pueblo Missions National Monument,National Monument,NM,"5,067",1953
ELMO,El Morro National Monument,National Monument,NM,"4,760",1953
COWP,Cowpens National Battlefield,National Battlefield,SC,"4,700",1953
CHCU,Chaco Culture National Historical Park,National Historical Park,NM,"3,847",1953
ISRO,Isle Royale National Park,National Park,MI,"3,611",1953
PISP,Pipe Spring National Monument,National Monument,AZ,"3,566",1953
NABR,Natural Bridges National Monument,National Monument,UT,"3,268",1953
NAVA,Navajo National Monument,National Monument,AZ,"2,151",1953
BRCR,Brices Cross Roads National Battlefield Site,National Battlefield Site,MS,"1,024",1953
HOVE,Hovenweep National Monument,National Monument,UT,749,1953
GICL,Gila Cliff Dwellings National Monument,National Monument,NM,359,1953
BLRI,Blue Ridge Parkway,Parkway,NC,"3,558,139",1952
GRSM,Great Smoky Mountains National Park,National Park,NC,"2,322,152",1952
LAKE,Lake Mead National Recreation Area,National Recreation Area,NV,"1,947,204",1952
LINC,Lincoln Memorial,National Memorial,DC,"1,793,048",1952
SHEN,Shenandoah National Park,National Park,VA,"1,494,647",1952
ROMO,Rocky Mountain National Park,National Park,CO,"1,364,503",1952
YELL,Yellowstone National Park,National Park,WY,"1,350,295",1952
COLO,Colonial National Historical Park,National Historical Park,VA,"1,161,514",1952
INDE,Independence National Historical Park,National Historical Park,PA,"1,008,457",1952
WAMO,Washington Monument,National Memorial,DC,"985,391",1952
YOSE,Yosemite National Park,National Park,CA,"973,971",1952
JEFM,Thomas Jefferson Memorial,National Memorial,DC,"900,791",1952
MORA,Mount Rainier National Park,National Park,WA,"877,388",1952
CHIC,Chickasaw National Recreation Area,National Recreation Area,OK,"844,006",1952
MORU,Mount Rushmore National Memorial,National Memorial,SD,"835,101",1952
GRTE,Grand Teton National Park,National Park,WY,"785,343",1952
GETT,Gettysburg National Military Park,National Military Park,PA,"755,348",1952
GRCA,Grand Canyon National Park,National Park,AZ,"737,159",1952
HAVO,Hawai'i Volcanoes National Park,National Park,HI,"694,632",1952
FOMC,Fort McHenry National Monument and Historic Shrine,National Monument,MD,"687,096",1952
CABR,Cabrillo National Monument,National Monument,CA,"663,265",1952
GLAC,Glacier National Park,National Park,MT,"649,689",1952
STLI,Statue Of Liberty National Monument,National Monument,NY,"625,045",1952
BADL,Badlands National Park,National Park,SD,"580,902",1952
ACAD,Acadia National Park,National Park,ME,"549,075",1952
CAVE,Carlsbad Caverns National Park,National Park,NM,"531,751",1952
CASA,Castillo de San Marcos National Monument,National Monument,FL,"515,246",1952
SEQU,Sequoia National Park,National Park,CA,"472,062",1952
OLYM,Olympic National Park,National Park,WA,"449,117",1952
KICA,Kings Canyon National Park,National Park,CA,"448,156",1952
MORR,Morristown National Historical Park,National Historical Park,NJ,"446,130",1952
MACA,Mammoth Cave National Park,National Park,KY,"438,030",1952
ARHO,"Arlington House, The Robert E. Lee Memorial",National Memorial,VA,"394,429",1952
PEFO,Petrified Forest National Park,National Park,AZ,"374,333",1952
ZION,Zion National Park,National Park,UT,"352,921",1952
WICA,Wind Cave National Park,National Park,SD,"352,577",1952
SHIL,Shiloh National Battlefield,National Battlefield,MS,"342,479",1952
HOSP,Hot Springs National Park,National Park,AR,"326,016",1952
HOFR,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,NY,"322,372",1952
CHCH,Chickamauga and Chattanooga National Military Park,National Military Park,GA,"315,252",1952
CRLA,Crater Lake National Park,National Park,OR,"312,677",1952
LARO,Lake Roosevelt National Recreation Area,National Recreation Area,WA,"304,950",1952
DEVA,Death Valley National Park,National Park,CA,"296,106",1952
MUWO,Muir Woods National Monument,National Monument,CA,"293,280",1952
ABLI,Abraham Lincoln Birthplace National Historical Park,National Historical Park,KY,"239,371",1952
WHSA,White Sands National Monument,National Monument,NM,"228,158",1952
BRCA,Bryce Canyon National Park,National Park,UT,"225,113",1952
FRSP,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,National Military Park,VA,"215,634",1952
LAVO,Lassen Volcanic National Park,National Park,CA,"212,550",1952
VICK,Vicksburg National Military Park,National Military Park,LA,"203,894",1952
PETE,Petersburg National Battlefield,National Battlefield,VA,"203,130",1952
ORPI,Organ Pipe Cactus National Monument,National Monument,AZ,"194,043",1952
EVER,Everglades National Park,National Park,FL,"168,621",1952
WRBR,Wright Brothers National Memorial,National Memorial,NC,"153,072",1952
FORA,Fort Raleigh National Historic Site,National Historic Site,NC,"152,032",1952
FOTH,Ford's Theatre National Historic Site,National Historic Site,DC,"146,264",1952
KEMO,Kennesaw Mountain National Battlefield Park,National Battlefield Park,GA,"141,869",1952
JOTR,Joshua Tree National Park,National Park,CA,"141,416",1952
THRO,Theodore Roosevelt National Park,National Park,ND,"131,773",1952
VAMA,Vanderbilt Mansion National Historic Site,National Historic Site,NY,"119,370",1952
COLM,Colorado National Monument,National Monument,CO,"119,193",1952
PEVI,Perry's Victory and International Peace Memorial,National Memorial,OH,"114,108",1952
FONE,Fort Necessity National Battlefield,National Battlefield,PA,"111,399",1952
LIBI,Little Bighorn Battlefield National Monument,National Monument,MT,"108,261",1952
OCMU,Ocmulgee National Monument,National Monument,GA,"107,728",1952
MEVE,Mesa Verde National Park,National Park,CO,"105,700",1952
PIPE,Pipestone National Monument,National Monument,MN,"96,396",1952
BIBE,Big Bend National Park,National Park,TX,"94,367",1952
DETO,Devils Tower National Monument,National Monument,WY,"91,471",1952
HOFU,Hopewell Furnace National Historic Site,National Historic Site,PA,"86,830",1952
GEWA,George Washington Birthplace National Monument,National Monument,VA,"81,198",1952
FOFR,Fort Frederica National Monument,National Monument,GA,"80,352",1952
FOPU,Fort Pulaski National Monument,National Monument,GA,"77,870",1952
CRMO,Craters of the Moon National Monument,National Monument,ID,"77,090",1952
ORCA,Oregon Caves National Monument and Preserve,National Monument,OR,"75,599",1952
KIMO,Kings Mountain National Military Park,National Military Park,SC,"73,976",1952
MANA,Manassas National Battlefield Park,National Battlefield Park,VA,"72,865",1952
TICA,Timpanogos Cave National Monument,National Monument,UT,"68,532",1952
SARA,Saratoga National Historical Park,National Historical Park,NY,"65,870",1952
PRWI,Prince William Forest Park,Park,VA,"62,196",1952
SAGU,Saguaro National Park,National Park,AZ,"60,466",1952
CEBR,Cedar Breaks National Monument,National Monument,UT,"59,909",1952
JELA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,LA,"59,655",1952
FODO,Fort Donelson National Battlefield,National Battlefield,TN,"58,126",1952
LABE,Lava Beds National Monument,National Monument,CA,"58,108",1952
APCO,Appomattox Court House National Historical Park,National Historical Park,VA,"57,600",1952
ANTI,Antietam National Battlefield,National Battlefield,MD,"57,545",1952
FEHA,Federal Hall National Memorial,National Memorial,NY,"57,140",1952
CHOH,Chesapeake and Ohio Canal National Historical Park,National Historical Park,DC,"56,843",1952
BAND,Bandelier National Monument,National Monument,NM,"55,006",1952
RICH,Richmond National Battlefield Park,National Battlefield Park,VA,"52,939",1952
MOCA,Montezuma Castle National Monument,National Monument,AZ,"52,105",1952
CAGR,Casa Grande Ruins National Monument,National Monument,AZ,"49,758",1952
SCBL,Scotts Bluff National Monument,National Monument,NE,"47,110",1952
GUCO,Guilford Courthouse National Military Park,National Military Park,NC,"45,588",1952
HOCU,Hopewell Culture National Historical Park,National Historical Park,OH,"44,683",1952
TUMA,Tumacacori National Historical Park,National Historical Park,AZ,"44,262",1952
BLCA,Black Canyon of the Gunnison National Park,National Park,CO,"38,449",1952
DESO,De Soto National Memorial,National Memorial,FL,"38,279",1952
CATO,Catoctin Mountain Park,Other Designation,MD,"37,784",1952
SAJH,San Juan Island National Historical Park,National Historical Park,WA,"35,926",1952
SAMA,Salem Maritime National Historic Site,National Historic Site,MA,"35,925",1952
FOMA,Fort Matanzas National Monument,National Monument,FL,"35,598",1952
WACA,Walnut Canyon National Monument,National Monument,AZ,"31,551",1952
CAVO,Capulin Volcano National Monument,National Monument,NM,"31,325",1952
ANJO,Andrew Johnson National Historic Site,National Historic Site,TN,"30,587",1952
SUCR,Sunset Crater Volcano National Monument,National Monument,AZ,"29,485",1952
ARCH,Arches National Park,National Park,UT,"28,683",1952
TONT,Tonto National Monument,National Monument,AZ,"28,252",1952
PINN,Pinnacles National Park,National Park,CA,"28,236",1952
AZRU,Aztec Ruins National Monument,National Monument,NM,"25,832",1952
TUZI,Tuzigoot National Monument,National Monument,AZ,"25,492",1952
CHIR,Chiricahua National Monument,National Monument,AZ,"23,541",1952
FOLA,Fort Laramie National Historic Site,National Historic Site,WY,"22,814",1952
GRSA,Great Sand Dunes National Park,National Park,CO,"22,376",1952
GRSA,Great Sand Dunes National Preserve,National Preserve,CO,"22,376",1952
JEFF,Jefferson National Expansion Memorial,National Memorial,MO,"21,674",1952
WHMI,Whitman Mission National Historic Site,National Historic Site,WA,"20,763",1952
MOCR,Moores Creek National Battlefield,National Battlefield,NC,"18,194",1952
FOSU,Fort Sumter National Monument,National Monument,SC,"17,391",1952
JECA,Jewel Cave National Monument,National Monument,SD,"16,458",1952
STRI,Stones River National Battlefield,National Battlefield,TN,"14,165",1952
DINO,Dinosaur National Monument,National Monument,CO,"13,688",1952
WUPA,Wupatki National Monument,National Monument,AZ,"13,100",1952
EFMO,Effigy Mounds National Monument,National Monument,IA,"12,922",1952
GRBA,Great Basin National Park,National Park,NV,"11,721",1952
ADAM,Adams National Historical Park,National Historical Park,MA,"11,348",1952
HAMP,Hampton National Historic Site,National Historic Site,MD,"10,731",1952
HOME,Homestead National Monument of America,National Monument,NE,"9,511",1952
DENA,Denali National Park,National Park,AK,"7,310",1952
DENA,Denali National Preserve,National Park,AK,"7,310",1952
CARE,Capitol Reef National Park,National Park,UT,"6,411",1952
FOWA,Fort Washington Park,Other Designation,MD,"6,378",1952
CACH,Canyon de Chelly National Monument,National Monument,AZ,"5,780",1952
ELMO,El Morro National Monument,National Monument,NM,"4,863",1952
SITK,Sitka National Historical Park,National Historical Park,AK,"4,794",1952
COWP,Cowpens National Battlefield,National Battlefield,SC,"4,710",1952
BIHO,Big Hole National Battlefield,National Battlefield,MT,"4,644",1952
DRTO,Dry Tortugas National Park,National Park,FL,"4,376",1952
SAPU,Salinas Pueblo Missions National Monument,National Monument,NM,"3,527",1952
CHCU,Chaco Culture National Historical Park,National Historical Park,NM,"3,337",1952
NABR,Natural Bridges National Monument,National Monument,UT,"3,232",1952
ISRO,Isle Royale National Park,National Park,MI,"2,830",1952
PISP,Pipe Spring National Monument,National Monument,AZ,"2,180",1952
NAVA,Navajo National Monument,National Monument,AZ,966,1952
HOVE,Hovenweep National Monument,National Monument,UT,613,1952
GWCA,George Washington Carver National Monument,National Monument,MO,362,1952
BLRI,Blue Ridge Parkway,Parkway,NC,"2,448,745",1951
LAKE,Lake Mead National Recreation Area,National Recreation Area,NV,"2,053,619",1951
GRSM,Great Smoky Mountains National Park,National Park,NC,"1,945,100",1951
LINC,Lincoln Memorial,National Memorial,DC,"1,675,751",1951
SHEN,Shenandoah National Park,National Park,VA,"1,412,499",1951
ROMO,Rocky Mountain National Park,National Park,CO,"1,167,093",1951
YELL,Yellowstone National Park,National Park,WY,"1,163,894",1951
WAMO,Washington Monument,National Memorial,DC,"962,000",1951
JEFM,Thomas Jefferson Memorial,National Memorial,DC,"911,120",1951
MORA,Mount Rainier National Park,National Park,WA,"873,877",1951
COLO,Colonial National Historical Park,National Historical Park,VA,"861,033",1951
YOSE,Yosemite National Park,National Park,CA,"858,405",1951
CHIC,Chickasaw National Recreation Area,National Recreation Area,OK,"827,277",1951
INDE,Independence National Historical Park,National Historical Park,PA,"775,221",1951
MORU,Mount Rushmore National Memorial,National Memorial,SD,"740,634",1951
FOMC,Fort McHenry National Monument and Historic Shrine,National Monument,MD,"687,621",1951
GETT,Gettysburg National Military Park,National Military Park,PA,"683,925",1951
GRCA,Grand Canyon National Park,National Park,AZ,"682,152",1951
CABR,Cabrillo National Monument,National Monument,CA,"641,371",1951
GRTE,Grand Teton National Park,National Park,WY,"637,785",1951
BADL,Badlands National Park,National Park,SD,"607,965",1951
STLI,Statue Of Liberty National Monument,National Monument,NY,"601,134",1951
ACAD,Acadia National Park,National Park,ME,"518,556",1951
HAVO,Hawai'i Volcanoes National Park,National Park,HI,"498,023",1951
GLAC,Glacier National Park,National Park,MT,"496,142",1951
CAVE,Carlsbad Caverns National Park,National Park,NM,"493,618",1951
SEQU,Sequoia National Park,National Park,CA,"452,538",1951
KICA,Kings Canyon National Park,National Park,CA,"450,031",1951
CASA,Castillo de San Marcos National Monument,National Monument,FL,"430,250",1951
OLYM,Olympic National Park,National Park,WA,"414,916",1951
MORR,Morristown National Historical Park,National Historical Park,NJ,"390,439",1951
MACA,Mammoth Cave National Park,National Park,KY,"364,213",1951
HOFR,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,NY,"350,950",1951
ARHO,"Arlington House, The Robert E. Lee Memorial",National Memorial,VA,"347,153",1951
SHIL,Shiloh National Battlefield,National Battlefield,MS,"342,352",1951
PEFO,Petrified Forest National Park,National Park,AZ,"335,608",1951
ZION,Zion National Park,National Park,UT,"331,079",1951
CHCH,Chickamauga and Chattanooga National Military Park,National Military Park,GA,"327,483",1951
HOSP,Hot Springs National Park,National Park,AR,"307,426",1951
LARO,Lake Roosevelt National Recreation Area,National Recreation Area,WA,"299,476",1951
CRLA,Crater Lake National Park,National Park,OR,"289,286",1951
MUWO,Muir Woods National Monument,National Monument,CA,"276,929",1951
BRCA,Bryce Canyon National Park,National Park,UT,"224,801",1951
DEVA,Death Valley National Park,National Park,CA,"219,520",1951
ORPI,Organ Pipe Cactus National Monument,National Monument,AZ,"205,214",1951
LAVO,Lassen Volcanic National Park,National Park,CA,"203,609",1951
PETE,Petersburg National Battlefield,National Battlefield,VA,"200,795",1951
WHSA,White Sands National Monument,National Monument,NM,"193,975",1951
FRSP,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,National Military Park,VA,"188,021",1951
ABLI,Abraham Lincoln Birthplace National Historical Park,National Historical Park,KY,"169,999",1951
VICK,Vicksburg National Military Park,National Military Park,LA,"147,955",1951
EVER,Everglades National Park,National Park,FL,"142,971",1951
FORA,Fort Raleigh National Historic Site,National Historic Site,NC,"141,815",1951
WICA,Wind Cave National Park,National Park,SD,"130,337",1951
FOTH,Ford's Theatre National Historic Site,National Historic Site,DC,"123,528",1951
WRBR,Wright Brothers National Memorial,National Memorial,NC,"113,324",1951
COLM,Colorado National Monument,National Monument,CO,"106,613",1951
FONE,Fort Necessity National Battlefield,National Battlefield,PA,"106,117",1951
VAMA,Vanderbilt Mansion National Historic Site,National Historic Site,NY,"105,238",1951
MEVE,Mesa Verde National Park,National Park,CO,"99,309",1951
JOTR,Joshua Tree National Park,National Park,CA,"93,615",1951
PIPE,Pipestone National Monument,National Monument,MN,"93,101",1951
LIBI,Little Bighorn Battlefield National Monument,National Monument,MT,"93,091",1951
PEVI,Perry's Victory and International Peace Memorial,National Memorial,OH,"91,603",1951
BIBE,Big Bend National Park,National Park,TX,"84,051",1951
THRO,Theodore Roosevelt National Park,National Park,ND,"81,590",1951
ORCA,Oregon Caves National Monument and Preserve,National Monument,OR,"79,288",1951
FOFR,Fort Frederica National Monument,National Monument,GA,"75,124",1951
GEWA,George Washington Birthplace National Monument,National Monument,VA,"74,394",1951
LABE,Lava Beds National Monument,National Monument,CA,"70,543",1951
DETO,Devils Tower National Monument,National Monument,WY,"70,331",1951
FOPU,Fort Pulaski National Monument,National Monument,GA,"68,712",1951
HOFU,Hopewell Furnace National Historic Site,National Historic Site,PA,"67,948",1951
MANA,Manassas National Battlefield Park,National Battlefield Park,VA,"67,927",1951
TICA,Timpanogos Cave National Monument,National Monument,UT,"66,291",1951
FEHA,Federal Hall National Memorial,National Memorial,NY,"62,362",1951
SARA,Saratoga National Historical Park,National Historical Park,NY,"60,042",1951
KIMO,Kings Mountain National Military Park,National Military Park,SC,"58,609",1951
JELA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,LA,"57,475",1951
CRMO,Craters of the Moon National Monument,National Monument,ID,"56,577",1951
SCBL,Scotts Bluff National Monument,National Monument,NE,"56,542",1951
KEMO,Kennesaw Mountain National Battlefield Park,National Battlefield Park,GA,"51,578",1951
RICH,Richmond National Battlefield Park,National Battlefield Park,VA,"49,184",1951
MOCA,Montezuma Castle National Monument,National Monument,AZ,"47,898",1951
BAND,Bandelier National Monument,National Monument,NM,"46,909",1951
FODO,Fort Donelson National Battlefield,National Battlefield,TN,"46,278",1951
CEBR,Cedar Breaks National Monument,National Monument,UT,"45,140",1951
APCO,Appomattox Court House National Historical Park,National Historical Park,VA,"44,900",1951
HOCU,Hopewell Culture National Historical Park,National Historical Park,OH,"44,181",1951
OCMU,Ocmulgee National Monument,National Monument,GA,"44,126",1951
CAGR,Casa Grande Ruins National Monument,National Monument,AZ,"43,705",1951
ANTI,Antietam National Battlefield,National Battlefield,MD,"43,607",1951
GUCO,Guilford Courthouse National Military Park,National Military Park,NC,"42,958",1951
TUMA,Tumacacori National Historical Park,National Historical Park,AZ,"42,283",1951
SAGU,Saguaro National Park,National Park,AZ,"40,637",1951
SAJH,San Juan Island National Historical Park,National Historical Park,WA,"34,648",1951
CHOH,Chesapeake and Ohio Canal National Historical Park,National Historical Park,DC,"32,512",1951
BLCA,Black Canyon of the Gunnison National Park,National Park,CO,"31,448",1951
ANJO,Andrew Johnson National Historic Site,National Historic Site,TN,"31,106",1951
FOMA,Fort Matanzas National Monument,National Monument,FL,"30,142",1951
WACA,Walnut Canyon National Monument,National Monument,AZ,"28,293",1951
CAVO,Capulin Volcano National Monument,National Monument,NM,"28,140",1951
PINN,Pinnacles National Park,National Park,CA,"27,090",1951
SAMA,Salem Maritime National Historic Site,National Historic Site,MA,"26,923",1951
DESO,De Soto National Memorial,National Memorial,FL,"26,579",1951
SUCR,Sunset Crater Volcano National Monument,National Monument,AZ,"25,185",1951
AZRU,Aztec Ruins National Monument,National Monument,NM,"24,819",1951
JEFF,Jefferson National Expansion Memorial,National Memorial,MO,"22,719",1951
TUZI,Tuzigoot National Monument,National Monument,AZ,"22,314",1951
FOLA,Fort Laramie National Historic Site,National Historic Site,WY,"21,273",1951
TONT,Tonto National Monument,National Monument,AZ,"19,508",1951
ARCH,Arches National Park,National Park,UT,"18,603",1951
MOCR,Moores Creek National Battlefield,National Battlefield,NC,"18,121",1951
CHIR,Chiricahua National Monument,National Monument,AZ,"17,507",1951
GRSA,Great Sand Dunes National Park,National Park,CO,"16,759",1951
GRSA,Great Sand Dunes National Preserve,National Preserve,CO,"16,759",1951
STRI,Stones River National Battlefield,National Battlefield,TN,"16,569",1951
FOSU,Fort Sumter National Monument,National Monument,SC,"13,892",1951
WHMI,Whitman Mission National Historic Site,National Historic Site,WA,"13,459",1951
CARE,Capitol Reef National Park,National Park,UT,"13,192",1951
DINO,Dinosaur National Monument,National Monument,CO,"12,362",1951
ADAM,Adams National Historical Park,National Historical Park,MA,"12,234",1951
WUPA,Wupatki National Monument,National Monument,AZ,"10,368",1951
HAMP,Hampton National Historic Site,National Historic Site,MD,"9,145",1951
JECA,Jewel Cave National Monument,National Monument,SD,"8,344",1951
HOME,Homestead National Monument of America,National Monument,NE,"8,058",1951
GRBA,Great Basin National Park,National Park,NV,"8,038",1951
DENA,Denali National Park,National Park,AK,"7,807",1951
DENA,Denali National Preserve,National Park,AK,"7,807",1951
SITK,Sitka National Historical Park,National Historical Park,AK,"7,011",1951
FOWA,Fort Washington Park,Other Designation,MD,"5,931",1951
EFMO,Effigy Mounds National Monument,National Monument,IA,"5,594",1951
DRTO,Dry Tortugas National Park,National Park,FL,"5,405",1951
CACH,Canyon de Chelly National Monument,National Monument,AZ,"4,746",1951
COWP,Cowpens National Battlefield,National Battlefield,SC,"4,386",1951
BIHO,Big Hole National Battlefield,National Battlefield,MT,"4,180",1951
ELMO,El Morro National Monument,National Monument,NM,"3,881",1951
NABR,Natural Bridges National Monument,National Monument,UT,"3,034",1951
SAPU,Salinas Pueblo Missions National Monument,National Monument,NM,"2,943",1951
CHCU,Chaco Culture National Historical Park,National Historical Park,NM,"2,539",1951
ISRO,Isle Royale National Park,National Park,MI,"2,370",1951
PISP,Pipe Spring National Monument,National Monument,AZ,"2,154",1951
NAVA,Navajo National Monument,National Monument,AZ,"1,000",1951
HOVE,Hovenweep National Monument,National Monument,UT,417,1951
LINC,Lincoln Memorial,National Memorial,DC,"2,065,586",1950
BLRI,Blue Ridge Parkway,Parkway,NC,"1,996,435",1950
GRSM,Great Smoky Mountains National Park,National Park,NC,"1,843,620",1950
LAKE,Lake Mead National Recreation Area,National Recreation Area,NV,"1,798,280",1950
CHIC,Chickasaw National Recreation Area,National Recreation Area,OK,"1,291,828",1950
SHEN,Shenandoah National Park,National Park,VA,"1,279,387",1950
ROMO,Rocky Mountain National Park,National Park,CO,"1,275,160",1950
YELL,Yellowstone National Park,National Park,WY,"1,110,524",1950
WAMO,Washington Monument,National Memorial,DC,"906,661",1950
YOSE,Yosemite National Park,National Park,CA,"820,953",1950
COLO,Colonial National Historical Park,National Historical Park,VA,"819,678",1950
MORU,Mount Rushmore National Memorial,National Memorial,SD,"740,499",1950
GRCA,Grand Canyon National Park,National Park,AZ,"665,039",1950
JEFM,Thomas Jefferson Memorial,National Memorial,DC,"664,369",1950
GETT,Gettysburg National Military Park,National Military Park,PA,"656,035",1950
MORA,Mount Rainier National Park,National Park,WA,"573,685",1950
CABR,Cabrillo National Monument,National Monument,CA,"558,130",1950
STLI,Statue Of Liberty National Monument,National Monument,NY,"515,498",1950
FOMC,Fort McHenry National Monument and Historic Shrine,National Monument,MD,"502,762",1950
ACAD,Acadia National Park,National Park,ME,"485,220",1950
GLAC,Glacier National Park,National Park,MT,"482,298",1950
CAVE,Carlsbad Caverns National Park,National Park,NM,"467,283",1950
BADL,Badlands National Park,National Park,SD,"447,654",1950
OLYM,Olympic National Park,National Park,WA,"404,125",1950
HOFR,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,NY,"382,093",1950
SEQU,Sequoia National Park,National Park,CA,"379,218",1950
HAVO,Hawai'i Volcanoes National Park,National Park,HI,"362,245",1950
CASA,Castillo de San Marcos National Monument,National Monument,FL,"357,679",1950
PEFO,Petrified Forest National Park,National Park,AZ,"352,889",1950
SHIL,Shiloh National Battlefield,National Battlefield,MS,"350,410",1950
KICA,Kings Canyon National Park,National Park,CA,"337,840",1950
ZION,Zion National Park,National Park,UT,"323,402",1950
ARHO,"Arlington House, The Robert E. Lee Memorial",National Memorial,VA,"320,005",1950
CRLA,Crater Lake National Park,National Park,OR,"310,796",1950
MORR,Morristown National Historical Park,National Historical Park,NJ,"301,216",1950
